id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.846724409072252e-06 6.918831542051012e-06 1.0047521733705134e-05 2.037558411642098e-05 1.221532716780126e-05 1.3959165596584928e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 12.0 2.0 12.0 17.0 16.0 16.0 | 7 116 438 1 1 2 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 4.009745856103695e-08 6.035524801060281e-08 5.849927310725371e-08 6.294796581891157e-08 1.7222653882210825e-07 4.691852571892565e-08 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 2.0 | 0 0 0 0 0 0 | 0 0 0 2 0 0 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 3.470782786866295e-08 6.961402380188086e-08 5.327125533696186e-08 4.711936912293806e-08 1.7094697338092595e-07 5.417223716375907e-08 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 2.0 2.0 | 0 0 0 0 0 0 | 0 0 0 0 0 0 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.850132748039025e-06 1.1098983770028018e-05 9.040477214920265e-06 8.303860100604316e-06 8.743686825851446e-06 9.951664833078076e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 5.0 12.0 9.0 8.0 9.0 | 39 13 44 297 69 97 | 998 998 998 997 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.766538997384615e-06 2.0341894180015666e-05 1.3662450128842104e-05 1.89970279662767e-05 1.4678614922748455e-05 1.4313514238943098e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 6.0 26.0 20.0 16.0 13.0 13.0 | 1 0 1 3 8 301 | 998 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.789269844930924e-06 2.1529163905360103e-05 1.1174253066635808e-05 2.1381601994959518e-05 1.4582688125704969e-05 1.2846179771070335e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 32.0 14.0 21.0 13.0 9.0 | 47 3 28 0 3 74 | 998 998 998 998 997 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 3.539107628549109e-06 1.3297734173736931e-05 4.595310408018203e-06 1.2905302905488094e-05 9.557122609782497e-06 7.871200449457103e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 15.0 2.0 16.0 9.0 2.0 | 372 20 22 7 481 34 | 997 997 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.42379134661356e-07 3.2075170912456726e-06 1.697107843589533e-06 1.8292634107820495e-06 6.798095089166963e-06 2.732596409466437e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 2.0 | 143 0 59 4 2 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.665543886392205e-07 3.1815142603130435e-06 1.851396950616783e-06 1.870763285044398e-06 6.886899042696512e-06 2.6280662936246016e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 2.0 | 268 40 120 58 54 5 | 997 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.409754066494117e-07 2.9957302195682537e-06 1.7727194664020868e-06 1.7664854102020813e-06 6.480406406863098e-06 2.45805569186138e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 9.0 2.0 | 458 55 238 80 70 28 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.401445739152086e-07 3.197352164486934e-06 1.6940992395482538e-06 1.8196235761673935e-06 6.789124582541179e-06 2.73481888827879e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 2.0 | 133 0 57 3 1 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.03261151425386e-07 2.7726279301541742e-06 1.5589939662976113e-06 1.6087386145317154e-06 5.946507425064417e-06 2.3190110578759175e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 2.0 | 321 37 132 56 54 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.59706982694258e-07 3.2117435681175967e-06 1.8365490170314247e-06 1.8724252611001942e-06 6.890421251396477e-06 2.6615291840412317e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 7.0 2.0 | 373 34 153 55 53 4 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.821651885475833e-07 3.3698611863586792e-06 1.9097558582000993e-06 1.962422508874225e-06 7.262535587122323e-06 2.820715655431381e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 9.0 2.0 | 180 11 80 40 28 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.016568997328611e-07 2.768950645857173e-06 1.5560476461230678e-06 1.605969055372559e-06 5.937770329904192e-06 2.3171093926064464e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 2.0 | 337 35 140 56 54 3 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.416320162982171e-07 3.2110602357980875e-06 1.6944191465112304e-06 1.8263873818639961e-06 6.793525857565697e-06 2.731691108201165e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 6.0 2.0 | 143 0 59 5 2 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.664999948200517e-07 3.1817221900140626e-06 1.8512279978209835e-06 1.8706126863978666e-06 6.886638070328905e-06 2.628009231627261e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 2.0 | 268 40 120 58 54 5 | 997 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 9.409750801963604e-07 2.995743545954154e-06 1.7727158165870658e-06 1.7664923815977824e-06 6.480401864186073e-06 2.4580502170970932e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 9.0 2.0 | 458 55 239 80 70 28 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.401440138747562e-07 3.197354618675752e-06 1.694097274269969e-06 1.8196217328484684e-06 6.789121431459319e-06 2.7348181514915522e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 5.0 2.0 | 133 0 57 3 1 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.4723249556313614e-06 6.010050022023681e-06 4.286543866899382e-06 3.863756880679147e-06 1.3502161087771874e-05 4.184432456745263e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 2.0 2.0 2.0 8.0 2.0 | 21 68 37 56 59 118 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.3313409750239684e-05 2.278283795868436e-05 5.22020112505584e-05 3.0176885632558687e-05 2.364830542709134e-05 1.3152993273405102e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 31.0 32.0 27.0 32.0 38.0 17.0 | 465 379 480 1 484 318 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 3.614022183494526e-05 5.420656859688652e-05 9.626701858038035e-05 9.277404501838552e-05 2.314904333845509e-05 3.0223245720289634e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 65.0 34.0 27.0 32.0 48.0 42.0 | 2 0 0 0 485 0 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 3.104800320637128e-05 5.60649457971839e-05 9.84657881676086e-05 0.00010176707336678532 1.3946070273826387e-05 3.141815173526989e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 54.0 8.0 2.0 7.0 19.0 46.0 | 0 0 0 0 52 0 | 996 998 0 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.555083525311998e-05 2.823548250741958e-05 6.602487556619457e-05 5.82235319637512e-05 1.0500647167676092e-05 2.111274286359055e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 21.0 16.0 21.0 18.0 7.0 32.0 | 0 1 0 0 36 24 | 998 998 70 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1139799015319682e-05 1.2117119283252015e-05 3.9221513655024415e-05 3.558143301162911e-05 1.1371313849838508e-05 1.8770056936710187e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 13.0 47.0 31.0 6.0 21.0 | 164 383 0 0 9 11 | 998 997 997 996 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0052000125303566e-05 7.48621951085124e-06 2.0567597828659344e-05 2.6580021963994794e-05 1.2192385707052922e-05 1.4648290131539595e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 5.0 33.0 27.0 6.0 14.0 | 0 412 0 0 0 0 | 997 998 996 998 990 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.3965833791744262e-05 8.263318724531178e-06 1.5397152258950492e-05 2.386998410240954e-05 1.545025022268788e-05 1.549161036224722e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 21.0 7.0 12.0 15.0 19.0 21.0 | 4 492 0 1 0 7 | 998 996 997 997 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.7868327763192878e-05 1.680816870158699e-05 2.404954624794113e-05 2.9557258213456955e-05 1.4737588328029164e-05 2.1851215736780723e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 34.0 11.0 50.0 19.0 21.0 31.0 | 299 5 0 144 60 481 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.4694894234780417e-05 1.7015717537356933e-05 2.807749177583767e-05 2.4254561116569416e-05 9.538782835922738e-06 1.935587499492235e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 10.0 62.0 11.0 4.0 18.0 | 6 3 0 34 80 17 | 998 998 759 998 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.0475575510552651e-05 2.7816925097617464e-05 5.875112320450296e-05 1.6210044718813588e-05 2.3295967522109037e-05 1.4169376365684255e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 26.0 38.0 10.0 31.0 11.0 | 8 0 0 42 2 10 | 997 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.875616752937642e-05 3.043119321098747e-05 5.858372005068576e-05 3.896650775855241e-05 3.169433706387314e-05 2.7026499170782784e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 35.0 36.0 31.0 21.0 45.0 29.0 | 340 8 1 163 299 136 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.1078029277007414e-05 1.5322510649507834e-05 1.9436413350597167e-05 3.9937443310505676e-05 2.3909057452849255e-05 2.769350386812265e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 41.0 18.0 26.0 21.0 21.0 28.0 | 2 10 1 396 0 54 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2677421524673925e-05 1.0377505493119098e-05 1.59987332932471e-05 2.0437106787585337e-05 1.183422471752935e-05 1.6677379550114035e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 6.0 13.0 14.0 8.0 18.0 | 0 168 4 16 43 9 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.8148789368199546e-06 1.423050052228231e-05 2.113976454431367e-05 1.89571516126735e-05 1.0385247409675891e-05 1.5038272521681033e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 14.0 28.0 11.0 8.0 19.0 | 162 12 0 338 119 16 | 994 997 993 997 997 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.615099306196394e-06 1.660106055434361e-05 2.127591301223447e-05 2.1344282207554466e-05 9.935743181004074e-06 1.7656921803092243e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 14.0 32.0 12.0 4.0 26.0 | 447 4 0 499 273 48 | 996 996 982 996 996 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.4178068820951675e-06 1.3732658005312179e-05 1.8550892125141265e-05 1.8996944244748484e-05 1.0113672531105597e-05 1.578709776731329e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 8.0 23.0 9.0 4.0 21.0 | 449 23 0 40 300 494 | 995 997 990 997 994 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 5.995293379370225e-06 9.940240714283602e-06 1.7976133920339985e-05 1.498140035219879e-05 8.522101929739174e-06 1.2213801824953972e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 6.0 21.0 9.0 2.0 11.0 | 457 41 0 20 300 308 | 991 998 977 996 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.24211097352283e-06 1.151408008872558e-05 1.930497802005728e-05 1.645727727737994e-05 8.252943861735596e-06 1.3961112320068233e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 11.0 29.0 10.0 4.0 13.0 | 435 13 0 24 498 424 | 995 995 988 995 995 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.229394034269937e-06 1.1334528263717075e-05 1.7652066555823772e-05 1.5454683293312107e-05 7.67591675472588e-06 1.2692056604568771e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 11.0 21.0 10.0 4.0 10.0 | 307 13 0 24 463 359 | 995 997 991 997 995 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1526504814118697e-05 1.495440807791897e-05 1.5332235432824747e-05 1.6496641147392318e-05 1.60211873189871e-05 1.505018961295297e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 19.0 15.0 17.0 16.0 19.0 | 3 2 3 24 65 73 | 998 998 995 997 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.3124827428585246e-05 1.63380247751628e-05 1.581003335196064e-05 1.4339781125514681e-05 2.208103029498668e-05 1.9079136803978574e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 11.0 18.0 20.0 14.0 38.0 31.0 | 1 0 48 80 57 296 | 996 997 996 998 996 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1729584857434385e-05 1.5965958237998173e-05 2.1000315329990372e-05 1.652184019442244e-05 2.0919780842503114e-05 2.5296544891036134e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 13.0 10.0 41.0 26.0 38.0 48.0 | 299 271 0 38 493 57 | 994 998 996 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.204748534060097e-05 1.4939627025321554e-05 2.476069052638866e-05 2.1971405280705456e-05 1.535358329214438e-05 2.344961437042161e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 18.0 15.0 54.0 38.0 26.0 38.0 | 414 446 0 6 258 6 | 996 998 977 996 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.9850224905326538e-05 1.2383472259923066e-05 2.0724774416657086e-05 3.421275050409765e-05 1.1847296523908958e-05 2.4803472210393078e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 35.0 13.0 37.0 23.0 11.0 25.0 | 487 351 0 14 441 295 | 998 997 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.1315220641702844e-05 1.7434964454247347e-05 1.964734851183737e-05 3.6493331025482556e-05 1.7148392960904457e-05 3.212942911703688e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 43.0 16.0 35.0 33.0 24.0 50.0 | 18 1 0 6 103 19 | 998 998 997 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2774206624681108e-05 1.8084381082990442e-05 2.3414718657158075e-05 2.195678867098072e-05 2.00271258830679e-05 2.738349790667669e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 19.0 18.0 48.0 35.0 37.0 51.0 | 49 0 0 0 299 41 | 998 998 996 998 994 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.642557125040563e-06 1.3825170210908316e-05 2.0576017999758006e-05 1.8478317089425814e-05 1.6089174080650548e-05 1.9187496003257646e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 5.0 34.0 21.0 24.0 34.0 | 447 299 0 12 456 442 | 997 998 987 998 993 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.669808655401677e-06 1.1156874851753577e-05 1.506022777832542e-05 2.001512768478821e-05 1.1085812943795356e-05 1.4620272658639499e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 7.0 12.0 23.0 7.0 19.0 | 299 20 0 0 176 18 | 996 998 984 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.812820157916175e-06 1.2812988664285843e-05 1.604599307385458e-05 1.9143276819536433e-05 1.2849506485518178e-05 1.7203310726375898e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 12.0 15.0 18.0 11.0 20.0 | 337 7 0 140 73 494 | 997 998 978 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.791362437532327e-06 1.390536259276656e-05 2.015815477383594e-05 2.066970241996638e-05 1.2700745372654242e-05 1.863184782131618e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 13.0 28.0 20.0 13.0 22.0 | 488 9 0 56 496 472 | 997 998 966 998 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.549701705562978e-06 1.371533738414087e-05 1.816512677234075e-05 2.142295381371223e-05 1.2900897639128836e-05 1.8330547929502306e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 3.0 19.0 26.0 23.0 10.0 22.0 | 381 32 0 19 206 245 | 996 998 995 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.559803277591188e-06 1.3486591264381537e-05 1.855906795640934e-05 2.009539287800168e-05 1.3836187064830983e-05 1.7382096554566948e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 4.0 15.0 27.0 21.0 16.0 22.0 | 416 7 0 26 108 166 | 997 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.300689218377606e-06 1.144657553813567e-05 2.19292985485454e-05 1.5660254662573302e-05 1.269803177503786e-05 1.4154444035207898e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 6.0 37.0 14.0 13.0 13.0 | 243 8 0 29 297 87 | 998 995 954 994 994 994 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.75386131893001e-06 1.0818005646998298e-05 1.8290998055565733e-05 1.4351206475994051e-05 1.0552490567652425e-05 1.251031504622665e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 7.0 22.0 6.0 8.0 10.0 | 46 7 0 25 498 138 | 991 995 973 995 996 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.1227040979889124e-06 9.283238664941287e-06 1.5798631256088336e-05 1.4696271266573451e-05 8.370683597506031e-06 9.924313499008905e-06 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 8.0 14.0 6.0 2.0 4.0 | 96 10 0 7 297 227 | 994 998 985 996 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.188744910010068e-06 1.0814537872637765e-05 1.7310668942964757e-05 1.579880933529665e-05 9.204845315304877e-06 1.1357894610841854e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 6.0 19.0 7.0 4.0 6.0 | 34 5 0 10 298 128 | 997 997 968 994 996 995 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.159123839654801e-06 1.3323204020710932e-05 2.274517746028604e-05 1.759365768891057e-05 9.711830490907473e-06 1.4244616422738665e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 11.0 41.0 13.0 5.0 14.0 | 6 3 0 16 460 53 | 998 997 979 997 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.195687797869937e-05 1.590002285312899e-05 2.347338745203416e-05 2.667503712217182e-05 1.0406966129885398e-05 2.2937194875465233e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 10.0 14.0 49.0 19.0 8.0 18.0 | 404 3 0 215 463 492 | 998 997 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.3907344741603282e-05 1.727802434030086e-05 2.05684009046706e-05 4.7153097173200524e-05 1.4653559991274363e-05 3.48815141695682e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 37.0 14.0 24.0 16.0 16.0 24.0 | 6 3 0 6 14 59 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.427279759489663e-05 1.852055797041489e-05 2.0250854160608093e-05 4.856601566905741e-05 1.9881162047360578e-05 3.5423075212336335e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 43.0 16.0 20.0 14.0 30.0 35.0 | 148 2 0 266 299 383 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.2798202531182902e-05 1.7145251354556017e-05 1.7244537228785932e-05 3.036107719623824e-05 1.707589321455412e-05 2.3719179786984343e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 20.0 19.0 24.0 20.0 24.0 32.0 | 0 51 0 3 102 56 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.0870438859930376e-05 1.0770185223625373e-05 1.714089838626082e-05 3.699375034972446e-05 1.071602316505951e-05 2.7910927175416835e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 5.0 8.0 20.0 12.0 5.0 13.0 | 167 225 0 7 92 14 | 998 998 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.9975953039826887e-05 1.770049746697173e-05 2.595601025657205e-05 5.6351919378423825e-05 1.6851933789891495e-05 4.128123125004492e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 41.0 3.0 26.0 9.0 22.0 26.0 | 1 13 0 3 12 4 | 998 998 996 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 3.037373712678923e-05 1.9989013220899704e-05 2.5170834039265486e-05 5.335433686281492e-05 1.7880316285996598e-05 3.917202420353646e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 64.0 4.0 19.0 28.0 28.0 41.0 | 293 27 4 299 498 473 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.4004358549579715e-05 2.4323373963778947e-05 5.114654019193929e-05 3.072889018215275e-05 2.7327542258348217e-05 2.6050459248392505e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 41.0 36.0 10.0 26.0 40.0 41.0 | 27 1 0 3 0 309 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.0725539966710307e-05 2.4224093182076984e-05 5.182914257912771e-05 3.4290853537639485e-05 3.062173431176088e-05 3.088632472378168e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 35.0 39.0 31.0 23.0 61.0 54.0 | 0 8 0 0 105 0 | 997 998 998 998 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.5847182924217445e-05 1.2747374562432057e-05 1.7389705700473636e-05 4.383697525482722e-05 1.9889517538508054e-05 3.760164315776959e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 27.0 8.0 30.0 27.0 38.0 37.0 | 497 14 413 6 13 36 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 2.397773038684048e-05 1.0752471086942792e-05 1.556221046642437e-05 3.401820646907093e-05 1.1861959220043919e-05 3.007212793079108e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 14.0 6.0 16.0 9.0 10.0 16.0 | 0 222 1 7 300 0 | 998 997 997 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.5317272198688593e-05 1.461646256610112e-05 2.046366278878439e-05 2.374997751832245e-05 8.508601764363605e-06 2.2326384010900294e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 19.0 8.0 22.0 11.0 4.0 25.0 | 0 7 0 6 299 2 | 998 998 996 997 998 997 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1001032588205282e-05 1.529328098883971e-05 2.2390821396715487e-05 2.3119557254977775e-05 8.319252826566507e-06 1.9581709053901254e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 9.0 26.0 16.0 5.0 22.0 | 478 6 0 299 299 85 | 998 996 994 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.261570890924866e-05 2.417303768418049e-05 4.949347426839539e-05 1.950033785645401e-05 2.1482572835038493e-05 1.5867301503134907e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 8.0 24.0 27.0 17.0 30.0 18.0 | 0 0 0 7 0 24 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 1.1613417390923933e-05 2.5765465125822262e-05 5.239072994309563e-05 1.5593034933663802e-05 2.3476305048530984e-05 1.3492994549305865e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 7.0 28.0 31.0 9.0 40.0 17.0 | 0 0 0 18 0 57 | 998 998 998 998 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.6262416007889714e-06 1.7073077030389992e-05 2.8021082671695724e-05 1.674709790151219e-05 2.1701879904472656e-05 1.2850405759899097e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 14.0 40.0 12.0 40.0 11.0 | 293 340 298 9 2 117 | 998 998 998 996 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.137030872409329e-06 1.4862037547828251e-05 1.8856023933399025e-05 1.861436891320872e-05 2.1427736664507698e-05 1.31524943892096e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 8.0 32.0 18.0 36.0 15.0 | 299 13 1 16 0 475 | 993 998 998 996 998 996 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 6.362689141450367e-06 1.0891270054626974e-05 1.3959076571138935e-05 1.607919858332074e-05 1.1995666979462847e-05 1.2584767565575373e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 7.0 11.0 11.0 8.0 16.0 | 467 460 22 22 57 324 | 998 997 998 995 998 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.20899151886907e-06 1.401838806832618e-05 1.3478570638628446e-05 1.8131046965994387e-05 9.497724822524775e-06 1.5416393035956828e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 12.0 15.0 13.0 4.0 18.0 | 484 24 7 299 356 478 | 998 998 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 8.760786994829657e-06 1.6632321459253974e-05 1.459638018593515e-05 1.9837356966594542e-05 9.746253529655231e-06 1.6635780699506685e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 11.0 21.0 15.0 4.0 20.0 | 465 14 6 65 210 493 | 998 997 998 998 997 998 
id | rms | ApprEnt | LZComp | mpf | sef
3 | 7.207527664794448e-06 1.7609960285043524e-05 1.6800697632117045e-05 1.9543486666044353e-05 8.700554091757563e-06 1.735980016330309e-05 | 0.0 0.0 0.0 0.0 0.0 0.0 | 2.0 10.0 23.0 22.0 2.0 27.0 | 464 4 0 494 424 163 | 998 997 996 998 996 998 
id | rms | ApprEnt | LZComp | mpf | sef
